text;label;augmented_text
"I just saw the third week of Stephen Kings' Nightmares and Dreamscapes mini series; meaning, I saw 6 episodes so far. I have to say that the stories are really weak. I have read Stephen King's Skeleton Crew, a collection of his short stories that was published way back. I recall most of the stories were average to poor but there was one that was really excellent, if not outstanding.<br /><br />What I'm trying to say is that just because this mini series is from a collection of stories from Stephen King does not mean that it will be any good. In fact, if his previous collection of short stories are of any indication, then most of this mini series will be average to poor.<br /><br />In Stephen King's defense, I have not read these new short stories. Perhaps they are good as stories in a book and not readily adaptable to television, or perhaps it was the fault of the scriptwriters in trying to write an interesting script. Who knows. Also, these short stories may have been made exclusively for this mini series and not not for print purpose. Maybe that may have been the problem. If Stephen King had submitted these crap stories to an editor, I am sure the editor would have immediately told him to make it more interesting because as is, it is simply boring.<br /><br />What is clear from all of this is that the problem is with the stories/script and not the actors and actresses because this mini series has some excellent people acting on it.<br /><br />Seeing this mini series really makes me appreciate those old ""Twilight Zone"" series. Each series was only half an hour but it was compelling and riveting. I don't understand why this mini series could not accomplish similar feat. I am sure this mini series had a good deal of money to make a good mini series but unfortunately, something must not have clicked.<br /><br />For instance, this week there were two episodes shown. The first involved a horror story writer who buys a picture drawn by an artist who committed suicide. The writer begins to see changes in the picture as he is driving homeward. Feeling uncomfortable, he throws away the painting but it keeps appearing near him. Also, the portrait of an individual in that picture is killing people and is out to kill him. (I will not even mention the second episode for this week involving criminals and their loot because it was even more boring than this episode!)<br /><br />This premise is interesting and so the story should be good but after seeing it, I was frustrated because there were too many gaps in the story as well as extraneous materials that was shown that did nothing to help the story. After the last scene, I was left with more questions than answers.<br /><br />I tried for 3 weeks to get into this mini series but it was just too aggravating due to poor stories/script. If this was a movie, I would have recommended that people should wait for the movie to come out on cable or such. I would not even recommend that it be rented in your video store. However, given that this is on TNT, a cable channel, I would say if you have not seen it already, then try it for one week. If you do not like it that week, then you will not like the past series nor the future ones, since they all share the same boring trait.";0;"1 just now find out the 3rd week of Stephen King ' Nightmares and Dreamscapes mini serial publication; meaning, Ace ascertain 6 episode so far. I suffer to say that the stories are really weak. I have read Stephen King ' s Skeleton Gang, a collection of his short stories that was published style back. Iodine withdraw most of the stories were average to pitiable only there was one that was really fantabulous, if not outstanding. <br /> <br /> What I ' m try to articulate personify that just because this miniskirt serial publication comprise from a collection of stories from Stephen Rex does not mean that it will be any good. In fact, if his previous ingathering of myopic stories are of any indication, so most of this miniskirt serial will constitute intermediate to poor. <br /> <br /> In Sir leslie stephen Billie jean king ' s defense, I have non read these new short stories. Perhaps they are secure as stories in a book and non promptly adaptable to idiot box, or maybe it was the defect of the scriptwriters in trying to write an interesting script. World health organization knows. Too, these shortsighted stories whitethorn have make up make alone for this miniskirt series and non not for photographic print purpose. Mayhap that crataegus oxycantha get follow the problem. If Sir leslie stephen Mogul have submitted these crap stories to an editor in chief, I be sure the editor would have now told him to make it more interesting because as is, it represent plainly boring. <brigate rosse /> <br /> What is clear from all of this equal that the problem exist with the stories / script and not the histrion and actresses because this miniskirt series have got some excellent masses acting on it. <br /> <atomic number 35 /> Understand this mini series really pretend me apprize those older "" Twilight Zone "" series. Each series was only half an hour but it was compelling and riveting. Iodin don ' t understand why this mini serial publication could not accomplish similar effort. Ace make up for certain this mini series had a good deal of money to have a good mini serial publication but alas, something must not have clicked. <bromine /> <red brigades /> For instance, this week there were ii installment shown. The world class necessitate a revulsion story author world health organization buys a painting drawn by an artist world health organization committed suicide. The author begin to see change in the picture as he is drive homewards. Feel uncomfortable, he throws aside the picture but information technology keeps appearing near him. Also, the portrait of an individual in that picture is killing people and exist come out of the closet to defeat him. (I will non even mention the 2d episode for this calendar week require criminals and their loot because it be still more boring than this episode!) <br /> <brigate rosse /> This premiss cost interesting and so the write up should represent good simply after see to it it, I was crucify because in that location were too many opening in the narrative as comfortably as extraneous materials that represent present that do nothing to help the account. After the last view, I was left with more than head than answers. <br /> <br /> I tried for 3 weeks to get into this mini series but it exist just overly aggravating ascribable to piteous stories / script. If this be a movie, Ace would get recommend that people should wait for the movie to come out on cable or such. I would non even commend that it be charter in your video memory board. However, given that this is on trinitrotoluene, a cable channel, I would say if you have not see information technology already, and so try out it for 1 workweek. If you do not like it that week, then you leave non like the past serial publication nor the future i, since they all contribution the same boring trait."
"This is the Neil Simon piece of work that got a lot of praises! ""The Odd Couple"" is a one of a kind gem that lingers within. You got Felix Ungar(Jack Lemmon); a hypochondriac, fussy neat-freak, and a big thorn in the side of his roommate, Oscar Madison(Walter Matthau); a total slob. These men have great jobs though. Felix is a news writer, and Oscar is a sports writer. Both of these men are divorced, Felix's wife is nearby, while Oscar's is on the other side of the U.S. (The West Coast). Well, what can you say? Two men living in one roof together without driving each other crazy, is impossible as well as improbable. It's a whole lot of laughs and a whole lot of fun. I liked the part where when those two British neighbors that speak to both gentlemen, and after Oscar kicked out Felix, he gets lucky and lives with them when he refused to have dinner with them the night earlier. It's about time that Felix needed to lighten up. I guess all neat-freaks neat to lighten up. They can be fussy, yet they should be patient as well. A very fun movie, and a nuevo classic. Neil Simon's ""The Odd Couple"" is a must see classic movie. 5 STARS!";1;"This be the Neil Marvin neil simon slice of work that got a lot of extolment! "" The Odd Couple "" is a one of a form gem that lingers within. You got Felix Ungar (Jack John uhler ); a hypochondriac, busy dandy - nut, and a big spine in the side of his roommate, Oscar Madison (Walter Matthau ); a full slob. These men have great jobs though. Felix is a newsworthiness author, and Oscar is a sports writer. Both of these man embody split up, Felix ' s wife is nearby, while Oscar ' southward is on the early slope of the Uranium. S. (The West Slide ). Good, what can you say? Deuce men know in unitary roof in concert without driving each former crazy, is out of the question as comfortably as unbelievable. It ' s a whole lot of laughs and a whole lot of merriment. Single liked the portion where when those two British neighbour that speak to both gentlemen, and after Academy award kicked out Felix, he gets lucky and lives with them when he refuse to have dinner with them the nighttime to begin with. Information technology ' s astir clip that Felix require to lighten up. I pretend all peachy - freaks neat to lighten up. They nates be bad tempered, til now they should be patient as intimately. A very fun film, and a nuevo hellenic. Neil Herbert alexander simon ' south "" The Odd Mates "" is a must see classic movie. 5 STARS!"
My father was the warden of the prison (he is retired now) showcased in this documentary and I've grown up around the prison life, so perhaps my views will be totally different from everyone else who watches this movie. I will say this, the filmmakers who brought us this 93-minute miracle are fantastic artists and even better people. They were brave enough to A) Show up and tell this story, B) Get inside these inmates minds and hearts, and C) Do all of this responsibly. Responsible to their art and, more importantly, responsible to the inmates and staff of Luther Luckett Correctional Complex. They should be commended without end for this work. To take 170 hours, yes HOURS, of footage and be able to cut and whittle it down to 93 riveting minutes is nothing short of extraordinary and they have my utmost respect.<br /><br />I saw this film under circumstances that only a very, very few were able to see it. I was at the inmate screening. I was in the same room with these men as they watched their hearts being poured out on screen. I saw men crying on television crying in the chair in front of me and let me tell you, it was a very profound experience. These men have committed horrendous crimes in some cases, yet have found ways to try to redeem themselves, even if they view themselves as unredeemable. How many of us have the courage to do this? How many people could do what they have done in such a harsh environment? To see them react to the film was an experience I am eternally grateful for, and I will never forget that. I thank the men who allowed me this glimpse into their lives, I thank my father for making ALL of this possible, and I thank Philomath Films for taking the time to pour their blood, sweat, soul, and tears into this project.<br /><br />This movie will change everything you think you know about prison life, and the inmates held within it. 'Oz' is not real, television is not real. 'Shakespeare Behind Bars' is.;1;My father of the church be the warden of the prison (he is retired immediately) showcased in this documentary and I ' ve grown upward around the prison life, so perchance my views will be totally dissimilar from everyone else who look on this film. Iodin bequeath say this, the filmmaker who take us this 93 - minute miracle be fantastic artists and yet safe people. They were brave enough to A) Show upward and tell this level, B) Get inside these inmates thinker and fondness, and One c) Do all of this responsibly. Creditworthy to their art and, to a greater extent importantly, responsible for to the inmates and staff of Martin luther Luckett Correctional Building complex. They should follow commended without end for this work. To take one hundred seventy hours, yes HOURS, of footage and be able to cut and pare it down to ninety three rivet bit make up nil short of extraordinary and they have my utmost respect. <red brigades /> <br /> Ace check this film under luck that simply a very, very few be able to find it. I exist at the inmate screening. Iodin equal in the same way with these men as they keep an eye on their hearts be poured out on screen. I attend military man crying on television crying in the chair in nominal head of me and let pine tree state tell you, information technology cost a very profound experience. These men receive committed horrendous crime in some cases, yet have launch manner to try to redeem themselves, even if they view themselves as unredeemable. How many of us get the courageousness to do this? How many people could serve what they have done in such a harsh environment? To see them oppose to the film was an experience I am evermore grateful for, and Single volition ne'er block that. One give thanks the manpower who allowed me this glimpse into their lives, Unity thank my male parent for attain ALL of this potential, and I give thanks Philomath Films for taking the time to pour their blood, sweat, soul, and tears into this project. <br /> <brigate rosse /> This movie will change everything you think you know about prison life, and the inmates carry within it. ' Oz ' is not tangible, telly constitute non veridical. ' William shakspere Behind Bars ' is.
"This is the first of ""The Complete Dramatic Works of William Shakespeare"" BBC series I've seen, and if all of them are like this, I might watch no more. Being practically the full text of the play is everything this ""Romeo & Juliet"" has going for it, lacking in all other departments. Alvin Rakoff reveals himself as a dreadful director, both in the technical and artistic aspects. In the former, because he commits mistakes that even a first grade film student would wisely avoid. Take in consideration, for example, the badly edited first shot of Abraham and Balthasar in the opening scene, or the Nurse's entering of Friar Lawrence's cell, asking where's Romeo with him being so very in front of her that she'd clearly see him even if she was blind. And, in the latter, because every single one of the performers is misdirected, even if some of them are good actors. Rebecca Saire looks exactly the way I've always imagined Juliet to look like, and she doesn't seem to be a bad actress for a teenager, but her performance totally lacks passion of any kind. Patrick Ryecart as Romeo is even worse, being not only as dull as Juliet, but also way too old and not even good-looking, coming across as a combination of Malcolm McDowell and the Chucky doll. Putting them together makes impossible to think they feel anything for each other, let alone being the main players of the greatest love story ever written. Alan Rickman, in his screen debut, plays Tybalt like if he was Darth Vader, which is a huge mistake that takes away the complexity that Shakespeare intended, no character being a hero or a villain but all flawed human beings. This Tybalt is so mean-looking that we don't believe the characters' pity after his demise. As for Paris, I kept thinking of ""Prince Valium"" from Spaceballs. Only Celia Johnson manages to do the character of the Nurse some justice.<br /><br />At 168 minutes, this production is unable to make us empathize with the characters, because the characters don't empathize with each other and never seen to believe their own roles. The best screen version is still Franco Zeffirelli's. But, to be fair, this BBC one isn't nearly as bad as abominations like George Cukor's flamboyant geriatric version, or the crime against Humanity that is Baz Luhrmann's feature-length MTV video. 4/10.";0;"This equal the first of "" The Complete Dramatic Works of William Shakspere "" BBC serial Iodine ' ve seen, and if all of them are similar this, I might watch no more. Being much the total text of the play is everything this "" Romeo & Juliet "" has go for information technology, lacking in all other departments. Alvin Rakoff reveals himself as a dreadful film director, both in the technical and aesthetic aspects. In the early, because he intrust mistakes that even a first class film student would wisely avoid. Look at in consideration, for example, the badly edited first snapshot of Abraham and Balthazar in the opening move conniption, surgery the Nurse ' s entering of Friar Lawrence ' s cadre, asking where ' s Romeo with him be so very in front of her that she ' d clearly control him still if she was blind. And, in the latter, because every exclusive one of the performers be misdirected, even if some of them be well histrion. Rebecca Saire looks exactly the way of life I ' ve always think Juliet to depend like, and she doesn ' liothyronine appear to be a bad actress for a teenager, but her carrying into action whole miss passion of any kind. Patrick Ryecart as Romeo is even bad, being non only every bit dull as Juliet, but too manner too old and not even upright - looking, come across as a combination of Malcolm McDowell and the Chucky doll. Lay them together makes impossible to think they feel anything for each other, permit alone be the primary players of the superlative love story ever so written. Alan Rickman, in his screen debut, plays Tybalt comparable if atomic number 2 was Darth Vader, which is a huge misapprehension that takes away the complexity that Shakespeare intended, no lineament be a hero or a villain just all flawed human organism. This Tybalt equal and then mean - look that we don ' t believe the characters ' pity after his dying. As for French capital, I kept thinking of "" Prince Diazepam "" from Spaceballs. Entirely Celia President andrew johnson bring off to do the character of the Nurse some justice. <br /> <br /> At 168 minutes, this production live unable to make us empathize with the character reference, because the role put on ' t empathize with each early and ne'er consider to believe their own roles. The best screen rendering be still Franco Zeffirelli ' atomic number 16. But, to embody fair, this BBC 1 international relations and security network ' t nigh as bad as abominations corresponding George vi Cukor ' s delonix regia geriatric version, or the offense against Humanity that is Baz Luhrmann ' s feature - length MTV television. 4 / 10."
I saw this movie recently. 2 hours later, my head still hurt from laughing. The plot was soo awful, the jokes were soo bad, but what I didn't count on were:<br /><br />1. the 2 scenes before and after the movie that had Pat and Jay posing (that caused more than enough laughter)<br /><br />2. The kick through the windshield that decapitated the evil-doer.<br /><br />This movie is about 20 times better than the Rush Hour series, and my copy even came with a disclamer saying if you didn't like the movie, send certificate to HBO. While I considered it, the date you had to send it in was January 1991 (which also caused wackiness to ensue).;1;I saw this movie recently. 2 hour later, my straits still hurt from express joy. The secret plan was soo awful, the jokes were soo speculative, but what I didn ' t count on were: <bromine /> <red brigades /> unity. the two scenes before and after the moving picture that take Pat and Jay posing (that have more than plenty laughter) <br /> <br /> two. The kicking through the windshield that decapitate the malefic - worker. <br /> <br /> This flick is just about 20 multiplication better than the Rush Time of day series, and my copy still came with a disclamer saying if you didn ' t corresponding the movie, transport credentials to HBO. While I considered it, the date you had to send information technology in be January 1991 (which too caused wackiness to result ).
I fell in love with this silent action drama. Kurt Russell and only Kurt Russell could have played this so well. Raised from childhood to know nothing but war and fighting, Todd (Kurt Russell) is dumped on a planet after being made obsolete by genetically engineered soldiers.<br /><br />The stage is set and another classic icon of action movies was born - SOLDIER. Not Rambo, not Schwarzenegger, not Bruce Willis, not Mel Gibson, not Jason Statham - Kurt Russell owns this role and made it entirely his - original, daring, and all too human. I miss the fact that sequels were never made.<br /><br />10/10<br /><br />-LD<br /><br />_________<br /><br />my faith: http://www.angelfire.com/ny5/jbc33/;1;Ane fall in sexual love with this soundless natural action drama. Kurt Russell and only Kurt Russell could hold played this thusly well. Set up from childhood to have it off nothing but war and fighting, Sweeney todd (Kurt Russell) follow dump on a planet after being made obsolete by genetically direct soldier. <br /> <atomic number 35 /> The microscope stage is fructify and another definitive ikon of action mechanism movies was bear - SOLDIER. Non Rambo, non Schwarzenegger, not Robert the bruce Willis, not Mel Charles dana gibson, non Jason Statham - Kurt Russell own this role and made information technology entirely his - original, dare, and all too human. One miss the fact that sequel were ne'er make. <br /> <brigate rosse /> 10 / x <br /> <bromine /> - LD <br /> <red brigades /> _________ <br /> <brigate rosse /> my faith: hypertext transfer protocol: / / web. angelfire. com / ny5 / jbc33 /
"Having previously seen the abridged print presented by David Shepard, I finally got a hold of a complete--or nearer complete version, which was about 56 minutes compared to the 30-minute version more widely distributed. The Shepard print for Image Entertainment is certainly of superior quality, and the best parts are there, but it's nonetheless good to see the rest of the film and fill in some loose story ends.<br /><br />In the Shepard print, the film ends with Mary stating, ""You see, I've changed my mind--I'm never going home."" Yet, in the complete version, Mary and Kenneth Driscoll end their relationship soon after that scene  Mary returns home to the country  and Driscoll rekindles his relationship with Vivian. This additional footage develops the character Vivian, who had little relevance in the Shepard version. Moreover, in the complete version, the film begins in the New Jersey countryside with Mary, where she reads and fantasizes about her ideal lover. She's disappointed by the reality of the advances by farm ""chore boy"" Johnny Applebloom (a character completely absent from the Shepard version), but after her affair with Driscoll, she returns to the country to presumably and eventually become a farmer's wife.<br /><br />Regardless of the print, 'A Girl's Folly' is a good little film for 1917, made by one of the top directors of the 1910s Maurice Tourneur. In it, Tourneur takes plenty of jabs at his own business, including by playing a caricature of himself--the director of the film-within-the-film. The two leads also give quality performances by early screen-acting standards: Robert Warwick, an actor playing a skirt-chasing star, and Doris Kenyon, as an ingénue aspiring to play an ingénue on the screen.<br /><br />Self-referential films, which made film-making the focus of the films, were nothing new by now. Mack Sennett had already parodied this type of film three years prior with 'Mabel's Dramatic Career'. Several aspects of this one stand out, though. Frances Marion's intertitles are humorous, including illustrations of the actors on a chessboard with a hand directing them--remarkable for 1917. I especially liked the film's final title cards where two observers remark on the film's happy ending: ""Gee but ain't that romantick!"" And, the other replies, ""Romance, nuthin!  That's movin' pictures!"" Fellow female screenwriter Anita Loos made a similar self-referential conclusion to another film from 1917 'Wild and Woolly'. Both writers helped change the role of their professions in the business and art.<br /><br />Some of the photography by Tourneur and John van den Broek is good, especially concerning the film-making business. The use of mirrors in several scenes is a nice reinforcement of the film's self-reflexivity. Furthermore, the editing is exceptional. The quick crosscutting during the studio scenes is especially salient; it serves to punctuate the hectic pace filmmakers work at, especially back then.";1;"Cause antecedently examine the abridged photographic print present by David Shepard, Atomic number 53 finally got a hold of a complete - - or nearer accomplished version, which be astir 56 minutes compare to the 30 - moment adaptation to a greater extent wide deal. The Shepard print for Image Entertainment is certainly of superior quality, and the best parts make up in that respect, but information technology ' s nonetheless good to view the balance of the film and fill in some slack tale end. <br /> <br /> In the Shepard photographic print, the picture show finish with Madonna stating, "" You take in, I ' ve change my mind - - Ace ' m ne'er going family. "" Heretofore, in the arrant translation, Mary and Kenneth Driscoll end their relationship shortly after that panorama  Virgin mary return house to the country  and Driscoll rekindles his relationship with Vivian. This additional footage develop the character Vivian, world health organization have short relevancy in the Shepard version. Furthermore, in the everlasting version, the moving picture show lead off in the New Jersey countryside with Mary, where she reads and fantasizes about her ideal lover. She ' s let down by the reality of the advances by farm "" chore boy "" Johnny Applebloom (a character completely wanting from the Sam shepard adaptation ), simply after her affair with Driscoll, she returns to the nation to presumptively and eventually become a farmer ' s wife. <br /> <br /> Regardless of the photographic print, ' A Girl ' southward Folly ' be a honest fiddling picture show for 1917, make by one of the top director of the 1910s Maurice Tourneur. In information technology, Tourneur read plenty of jabs at his ain business, including by playing a imitation of himself - - the director of the flick - within - the - film. The 2 booster cable also move over quality execution by other screen - performing standards: Robert Richard neville, an actor playing a skirt - chasing star, and Doris Kenyon, as an ingénue aspiring to play an ingénue on the screen. <br /> <br /> Ego - referential moving picture show, which made film - establish the focus of the films, were nothing young by straight off. Mack Sennett had already burlesque this type of film trine years prior with ' Mabel ' s Dramatic Career '. Respective aspects of this one stand out, though. Anatole france Marion ' mho intertitles are humourous, including illustrations of the actors on a chessboard with a hand aim them - - remarkable for 1917. I especially like the movie ' s final title cards where two percipient remark on the film ' entropy well chosen ending: "" G but ain ' tonne that romantick! "" And, the other reply, "" Romance, nuthin!  That ' s movin ' picture! "" Fellow female screenwriter Anita Water closet wee a similar ego - referential conclusion to another film from 1917 ' Wild and Woolly '. Both writer helped modify the character of their professing in the business concern and prowess. <br /> <bromine /> Some of the photography by Tourneur and John van den Broek is good, especially concerning the plastic film - qualification business. The use of mirrors in respective scene be a nice reinforcement of the moving picture ' s ego - reflexiveness. What is more, the redaction is surpassing. The quick crosscutting during the studio apartment scenery is especially salient; it swear out to punctuate the feverish stride filmmakers mould at, especially back then."
"OK, first a correction to the tag posted on this movie's main page. Abe Lincoln did not walk with his sister in the movie, nor did he stop at his sister's grave. The individual in question is Ann Rutledge who was a very close friend to Lincoln in his New Salem days. Some say that Ann was, in fact, Lincoln's girlfriend, but there is no evidence to support it.<br /><br />Now, there are fabrications and fictionalizations in this film. Hollywood has always taken dramatic license with anything under the sun, and ""Young Mr. Lincoln"" is no exception. However, the courtroom case that is in the film is based on a real event: the accusation of murder against William ""Duff"" Armstrong, and even though it's largely fictionalized in this film with lots of name changes, it will still have viewers riveted to the screen. This is Hollywood's Golden Age, with drama at it's finest, and Henry Fonda gives possibly the best Lincoln played by anyone.";1;"okey, first a correction to the tag posted on this picture show ' s chief pageboy. Abe Lincoln do not walk with his sister in the picture show, nor did he stop at his baby ' s grave. The somebody in question be Ann John rutledge world health organization be a real unaired friend to Lincoln in his New Salem sidereal day. Some enjoin that Ann be, in fact, Lincoln ' s girlfriend, simply in that location is no grounds to support information technology. <br /> <bromine /> Now, at that place be fabrication and fictionalizations in this film. Hollywood has ever taken striking license with anything under the sunlight, and "" Young Mister. Lincoln "" is no elision. Even so, the court case that is in the movie is based on a existent result: the accusation of murder against William "" Plum duff "" Satchmo, and even though information technology ' s largely fictionalized in this film with scads of name changes, information technology will still have viewers rivet to the screen. This is Hollywood ' atomic number 16 Golden Age, with dramatic play at information technology ' s finest, and Henry Fonda give peradventure the best Lincoln play by anyone."
To Die For (1989) was just another d.t.v. feature that made an appearance on cable ad nasuem during the early nineties. The only thing notable about this feature was the last movie Duane Jones appeared in. Other than that there's no reason to watch this vampire flick unless you like pseudo chick flicks masquerading as a horror film. A tired vampire longs for love and searches the back streets of L.A. looking for it. Will he succeed or will Vlad just strike out again like he has for the last century?<br /><br />This movie must have been big because a couple of sequels soon followed. They're so bad they make this one look like a classic. I know this is a movie about vampires but the film makers could have used to lighting.<br /><br />Not recommended by me because I didn't like it.<br /><br />'nuff said?;0;To Die For (1989) be just another cholecalciferol. triiodothyronine. fin. feature of speech that made an appearing on cablegram ad nasuem during the other xc. The solitary thing notable about this feature of speech was the last movie Duane Jones appear in. Former than that on that point ' s no reason to watch this vampire flick unless you care pseudo dame flicks masquerade as a revulsion cinema. A banal lamia longs for love and searches the back street of L. Ampere. looking for information technology. Volition he deliver the goods oregon will Vlad just strike out once again like helium has for the final century? <br /> <br /> This movie moldiness have be big because a couple of sequels soon follow. They ' re so bad they do this one and only look corresponding a classic. Ane roll in the hay this is a pic about vampires just the film makers could give used to lighting. <bromine /> <br /> Non recommend by maine because Ace didn ' deoxythymidine monophosphate like it. <br /> <brigate rosse /> ' nuff pronounce?
Priyadarshan- whenever a person heard his name, his first thought would be 'comedy'. That is what this man is known for, or rather, was known for. After giving stupendous blockbuster comedies like Hungama, Hera Pheri and Hunchul, his train derailed slowly with movies like Chupke Chupke and a few others whose names I can't recollect for now. Now with hideous films like Dhol, the first word that would strike our mind after hearing his name would be- 'torture'.<br /><br />Dhol is a mixture of bad, unfunny toilet jokes, somewhat of drama, poor suspense and idiocracy. The only good thing about Dhol was one or two of the scenes which were funny, though not witty, and secondly, except for Kunal Khemu and the hysterical grandma, the acting was decent. <br /><br />Speaking of the acting, I felt that Rajpal Yadav and Sharman Joshi were at the top (if you compare them with the others in the movie), then came Tusshar Kapoor, then Tanushree and at the last the two idiots mentioned above. The flaw in Kunal Khemu was that he was loud in his jokes and even in his acting. The grandma, firstly resembled a ghost, plus she was not funny at all but rather silly.<br /><br />The plot was the same, seen before one. Four boys behind girls and in need of money, but with a few twists. There is a 'bad' man who is preposterously stupid and dumb. And at last, the good wins over the bad and everything is fine. The idea of having a Dhol with a tone full of cash in it is simply not witty.<br /><br />The worst thing about the movie is its length. After an hour or so, you get exhausted and want to leave the theater. But being a critic, it is my responsibility to tolerated the whole two and half hours of the movie. THe movie goes on and on and the same kind of jokes are repeated again and again and the situations are perennial just at a different place.<br /><br />If your mother-in-law has arrived to your house and starts mocking you at everything, then send her for this movie and have fun. 3 out of 10.;0;Priyadarshan - whenever a person get a line his name, his first thought would be ' funniness '. That is what this man is known for, or rather, cost known for. After giving colossal blockbuster clowning like Hungama, Hera Pheri and Hunchul, his power train derailed easy with movies like Chupke Chupke and a few others whose names I john ' t recollect for right away. Now with horrific moving picture show like Dhol, the world class word that would affect our mind after hearing his figure would be - ' torturing '. <br /> <brigate rosse /> Dhol be a mixture of bad, unfunny toilet put on, slightly of drama, poor suspense and idiocracy. The solely good affair astir Dhol was unity surgery deuce of the scenes which were queer, though non witty, and second, except for Kunal Khemu and the hysteric grandma, the playing represent comme il faut. <br /> <br /> Speaking of the acting, I sense that Rajpal Yadav and Sharman Joshi were at the top (if you equate them with the others in the movie ), then come Tusshar Kapoor, so Tanushree and at the terminal the deuce retard advert above. The fault in Kunal Khemu was that he was loud in his joke and still in his acting. The grandma, first resembled a ghost, plus she was non laughable at all but rather silly. <br /> <br /> The game was the same, take care before one. Four boys behind girl and in need of money, but with a few twists. There be a ' bad ' homo world health organization equal preposterously dazed and dumb. And at last, the respectable wins over the bad and everything is fine. The thought of get a Dhol with a step full of hard currency in it is simply non witty. <atomic number 35 /> <br /> The worst thing about the film is its length. After an hour or thence, you get exhausted and require to lead the theater. But being a critic, it be my province to tolerated the unhurt two and half hours of the movie. THe film goes on and on and the same form of trick are repeated over again and again and the situations are perennial only at a different piazza. <br /> <br /> If your mother - in - law have arrived to your sign of the zodiac and embark on bemock you at everything, and then send her for this movie and have fun. 3 knocked out of 10.
"If you still remember that summer when you had your first kiss, first boy/girlfriend, or first puppy love fling...this film is for you! OK so this movie would and will never win an Oscar BUT as a Dominican I loved it...there are some things in the movie that might just go right over your head if you are not part of the culture...the kids being raised by a grandma who's both mother and father, the youngest son being babied and bathed with a Cafe Bustelo tin (sooo Dominican!), Judy being harassed by the neighborhood men, going to church and lighting a prayer candle...the film's brilliance was in those small details. Granted, it was not a pull out all the works cinematic extravaganza but it wasn't meant to be NOR was it meant to be an educational tool for those wanting to learn about Latin culture ( tip: make new friends instead). More of a bitter-sweet, faux-cumentery, this film kept it real without taking itself too seriously. As in the tradition of ""Y Tu Mama Tambien"" this was simply one boy's coming of age tale. I recommend it (especialmente si eres Dominicano!) =o)";1;"If you notwithstanding call up that summer when you give your first kiss, first son / girl, or first puppy love fling. .. this moving picture show exist for you! okeh so this movie would and will ne'er deliver the goods an Academy award BUT as a Dominican I loved it. .. in that location be some thing in the motion picture show that power merely go justly terminated your head if you equal non part of the culture. .. the tyke being elicit by a grandma who ' s both mother and father, the youngest son being babied and bathed with a Cafe Bustelo tin (sooo Dominican! ), Judy be harassed by the locality men, going to church and lighting a prayer standard candle. .. the flick ' s blaze was in those small details. Granted, it was not a drag out all the full treatment cinematic extravaganza merely information technology wasn ' tonne meant to be NOR be it signify to be an educational dick for those wanting to learn about Latin culture (hint: stimulate new supporter instead ). More of a vitriolic - sweet, false - cumentery, this film kept it real without taking itself too badly. As in the tradition of "" Atomic number 39 Tu Mama Tambien "" this was simply ane son ' s coming of age tale. One advocate it (especialmente international system eres Dominicano!) = atomic number 8 )"
For Romance's sake, as a married man. The following two films are recommended.<br /><br />1. Brief Encounter by David Lean (1945), UK<br /><br />Well, when a woman goes to a railway station, something may happen. And it happened! How she longed to be there, in a little tavern waiting for the man of her dreams. But she was married... the man was a stranger to the fantasizing woman<br /><br />2. Xiao Cheng Zhi Chun by Fei Mu (1948), China<br /><br />Well, when a woman goes to the market to buy fish, grocery and medicine, passing through the ruins of an ancient wall in a small town, there is much to think about, about the melancholy of her life, her sick husband in self-pity and lack of future...Just when a jubilant young doctor arrived, something happened... the doctor was a high school honey of the fantasizing woman<br /><br />In both movies, from great directors of UK and China, the passion vs restraint was so intense, yet in the end the intimate feelings had not developed into any physical contacts. That leaves you with a great after-taste, sniffing it intensely without biting it.;1;For Love story ' s sake, as a married human. The next ii flick embody recommended. <br /> <br /> 1. Abbreviated Encounter by David Leaning (1945 ), UK <atomic number 35 /> <br /> Wellspring, when a woman goes to a railroad post, something may happen. And it chance! How she longed to be there, in a small tavern await for the man of her dreams. But she was marry. .. the isle of man was a stranger to the fantasize woman <br /> <br /> ii. Xiao Cheng Zhi Chun by Fei Mu (1948 ), Mainland china <brigate rosse /> <br /> Wellspring, when a fair sex lead to the food market to buy fish, grocery and medicine, passing through the ruins of an ancient wall in a small town, in that location be much to opine about, about the melancholy of her life history, her grisly husband in self - pity and deficiency of succeeding. .. Just now when a jubilant untried doctor make it, something materialise. .. the doctor be a high school honey of the fantasizing fair sex <red brigades /> <br /> In both movies, from great conductor of UK and China, the passion vs chasteness was so vivid, yet in the end the intimate belief have non developed into any physical contacts. That leave you with a keen after - mouthful, sniffing information technology intensely without bite it.
